,Team,Match Up,Game Date,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,a.Team,a.Match Up,a.Game Date,a.W/L,a.PTS,a.FGM,a.FGA,a.FG%,a.3PM,a.3PA,a.3P%,a.FTM,a.FTA,a.FT%,a.OREB,a.DREB,a.REB,a.AST,a.STL,a.BLK,a.TOV,a.PF,a.+/-
685,BOS,BOS vs. ORL,12/18/2022,L,92,31,89,34.8,12,47,25.5,18,21,85.7,11,43,54,22,7,7,17,17,-3,ORL,ORL @ BOS,12/18/2022,W,95,33,86,38.4,12,29,41.4,17,19,89.5,6,40,46,20,9,3,13,18,3
686,MIN,MIN vs. CHI,12/18/2022,W,150,57,87,65.5,23,43,53.5,13,16,81.3,4,35,39,38,5,5,13,21,24,CHI,CHI @ MIN,12/18/2022,L,126,46,88,52.3,16,38,42.1,18,24,75.0,6,24,30,31,6,1,11,16,-24
687,LAL,LAL vs. WAS,12/18/2022,W,119,46,92,50.0,11,27,40.7,16,22,72.7,6,37,43,29,4,5,9,18,2,WAS,WAS @ LAL,12/18/2022,L,117,44,95,46.3,10,39,25.6,19,24,79.2,10,38,48,24,5,6,10,20,-2
688,DET,DET vs. BKN,12/18/2022,L,121,42,88,47.7,8,30,26.7,29,34,85.3,11,30,41,20,9,2,9,19,-3,BKN,BKN @ DET,12/18/2022,W,124,44,80,55.0,15,29,51.7,21,23,91.3,4,31,35,26,5,8,13,24,3
689,TOR,TOR vs. GSW,12/18/2022,L,110,40,95,42.1,13,33,39.4,17,22,77.3,18,25,43,21,6,2,14,22,-16,GSW,GSW @ TOR,12/18/2022,W,126,43,81,53.1,18,39,46.2,22,26,84.6,12,29,41,31,6,2,17,21,16
690,IND,IND vs. NYK,12/18/2022,L,106,39,90,43.3,13,38,34.2,15,23,65.2,12,32,44,20,5,3,15,28,-3,NYK,NYK @ IND,12/18/2022,W,109,39,83,47.0,8,26,30.8,23,30,76.7,14,35,49,13,7,9,16,21,3
691,SAS,SAS vs. MIA,12/17/2022,L,101,33,77,42.9,10,27,37.0,25,33,75.8,7,31,38,29,8,3,17,19,-10,MIA,MIA @ SAS,12/17/2022,W,111,42,82,51.2,11,30,36.7,16,23,69.6,8,32,40,25,14,3,14,27,10
692,PHX,PHX vs. NOP,12/17/2022,W,118,39,83,47.0,15,41,36.6,25,35,71.4,10,25,35,23,6,3,8,13,4,NOP,NOP @ PHX,12/17/2022,L,114,45,77,58.4,14,30,46.7,10,13,76.9,4,32,36,27,2,5,17,27,-4
693,OKC,OKC vs. MEM,12/17/2022,W,115,38,92,41.3,19,45,42.2,20,31,64.5,9,44,53,29,7,0,10,25,6,MEM,MEM @ OKC,12/17/2022,L,109,34,90,37.8,12,45,26.7,29,37,78.4,10,43,53,15,5,5,10,20,-6
694,CLE,CLE vs. DAL,12/17/2022,W,100,40,94,42.6,7,36,19.4,13,22,59.1,9,42,51,23,6,5,13,24,1,DAL,DAL @ CLE,12/17/2022,L,99,36,88,40.9,15,49,30.6,12,19,63.2,5,40,45,19,5,6,12,20,-1
695,MIL,MIL vs. UTA,12/17/2022,W,123,48,90,53.3,18,38,47.4,9,11,81.8,15,39,54,30,5,3,15,13,26,UTA,UTA @ MIL,12/17/2022,L,97,39,86,45.3,16,47,34.0,3,6,50.0,7,22,29,24,5,2,14,13,-26
696,HOU,HOU vs. POR,12/17/2022,L,95,36,90,40.0,3,29,10.3,20,29,69.0,18,33,51,19,7,6,17,18,-12,POR,POR @ HOU,12/17/2022,W,107,40,85,47.1,13,36,36.1,14,19,73.7,10,26,36,20,8,4,14,20,12
697,LAC,LAC vs. WAS,12/17/2022,W,102,37,86,43.0,12,29,41.4,16,26,61.5,12,37,49,19,6,5,14,16,9,WAS,WAS @ LAC,12/17/2022,L,93,36,84,42.9,9,25,36.0,12,13,92.3,7,35,42,20,10,2,16,21,-9
698,PHI,PHI vs. GSW,12/16/2022,W,118,39,85,45.9,15,38,39.5,25,31,80.6,11,38,49,23,11,5,15,13,12,GSW,GSW @ PHI,12/16/2022,L,106,39,94,41.5,17,43,39.5,11,13,84.6,13,35,48,31,8,6,17,21,-12
699,BOS,BOS vs. ORL,12/16/2022,L,109,35,84,41.7,11,46,23.9,28,34,82.4,10,28,38,17,9,12,14,21,-8,ORL,ORL @ BOS,12/16/2022,W,117,42,91,46.2,9,33,27.3,24,28,85.7,15,38,53,19,7,1,18,26,8
700,DET,DET vs. SAC,12/16/2022,L,113,39,85,45.9,10,29,34.5,25,31,80.6,14,32,46,22,7,1,17,26,-9,SAC,SAC @ DET,12/16/2022,W,122,43,82,52.4,12,31,38.7,24,29,82.8,4,29,33,30,8,1,14,25,9
701,CHI,CHI vs. NYK,12/16/2022,L,91,36,77,46.8,12,30,40.0,7,8,87.5,2,37,39,26,3,2,20,25,-23,NYK,NYK @ CHI,12/16/2022,W,114,37,92,40.2,17,44,38.6,23,32,71.9,15,35,50,19,13,2,12,13,23
702,OKC,OKC vs. MIN,12/16/2022,L,110,41,88,46.6,11,37,29.7,17,21,81.0,9,36,45,29,7,4,22,21,-2,MIN,MIN @ OKC,12/16/2022,W,112,43,87,49.4,12,25,48.0,14,25,56.0,11,32,43,23,16,6,16,18,2
703,CLE,CLE vs. IND,12/16/2022,W,118,38,76,50.0,14,31,45.2,28,32,87.5,6,28,34,23,6,2,10,15,6,IND,IND @ CLE,12/16/2022,L,112,42,80,52.5,11,36,30.6,17,19,89.5,5,28,33,34,6,4,10,22,-6
704,DAL,DAL vs. POR,12/16/2022,W,130,45,81,55.6,18,43,41.9,22,26,84.6,3,37,40,25,4,5,13,19,20,POR,POR @ DAL,12/16/2022,L,110,39,89,43.8,13,37,35.1,19,25,76.0,10,32,42,21,4,2,12,22,-20
705,TOR,TOR vs. BKN,12/16/2022,L,116,41,84,48.8,9,24,37.5,25,29,86.2,7,25,32,17,5,1,9,19,-3,BKN,BKN @ TOR,12/16/2022,W,119,46,76,60.5,9,26,34.6,18,23,78.3,4,33,37,22,5,6,15,25,3
706,CHA,CHA vs. ATL,12/16/2022,L,106,39,98,39.8,15,43,34.9,13,19,68.4,15,28,43,26,8,5,13,25,-19,ATL,ATL @ CHA,12/16/2022,W,125,41,75,54.7,15,29,51.7,28,34,82.4,4,37,41,25,3,5,14,22,19
707,LAL,LAL vs. DEN,12/16/2022,W,126,48,91,52.7,12,33,36.4,18,24,75.0,11,34,45,29,11,4,15,21,18,DEN,DEN @ LAL,12/16/2022,L,108,39,81,48.1,9,27,33.3,21,28,75.0,9,30,39,25,7,4,19,17,-18
708,UTA,UTA vs. NOP,12/15/2022,W,132,42,92,45.7,18,47,38.3,30,37,81.1,11,33,44,24,8,6,16,25,3,NOP,NOP @ UTA,12/15/2022,L,129,47,99,47.5,12,30,40.0,23,28,82.1,19,30,49,24,8,6,18,30,-3
709,MEM,MEM vs. MIL,12/15/2022,W,142,56,102,54.9,12,32,37.5,18,23,78.3,14,42,56,30,5,7,8,19,41,MIL,MIL @ MEM,12/15/2022,L,101,35,94,37.2,13,50,26.0,18,27,66.7,11,28,39,22,5,1,9,18,-41
710,LAC,LAC vs. PHX,12/15/2022,L,95,34,90,37.8,12,33,36.4,15,21,71.4,21,31,52,21,4,3,18,18,-16,PHX,PHX @ LAC,12/15/2022,W,111,44,95,46.3,9,32,28.1,14,18,77.8,15,38,53,27,8,8,9,18,16
711,HOU,HOU vs. MIA,12/15/2022,L,108,44,94,46.8,9,33,27.3,11,17,64.7,18,33,51,22,10,4,15,19,-3,MIA,MIA @ HOU,12/15/2022,W,111,39,88,44.3,16,47,34.0,17,23,73.9,14,26,40,21,10,6,14,19,3
712,LAC,LAC vs. MIN,12/14/2022,W,99,34,89,38.2,14,46,30.4,17,21,81.0,14,38,52,21,8,2,15,21,11,MIN,MIN @ LAC,12/14/2022,L,88,31,74,41.9,4,22,18.2,22,30,73.3,7,36,43,15,9,4,17,20,-11
713,DAL,DAL vs. CLE,12/14/2022,L,90,29,74,39.2,13,38,34.2,19,26,73.1,6,27,33,17,2,3,13,15,-15,CLE,CLE @ DAL,12/14/2022,W,105,41,78,52.6,8,24,33.3,15,19,78.9,5,38,43,26,5,2,9,20,15
714,CHI,CHI vs. NYK,12/14/2022,L,120,46,84,54.8,9,28,32.1,19,22,86.4,3,28,31,25,6,7,12,18,-8,NYK,NYK @ CHI,12/14/2022,W,128,45,91,49.5,18,34,52.9,20,25,80.0,15,33,48,25,7,5,18,25,8
715,OKC,OKC vs. MIA,12/14/2022,L,108,41,82,50.0,9,24,37.5,17,23,73.9,7,37,44,26,7,4,14,16,-2,MIA,MIA @ OKC,12/14/2022,W,110,37,86,43.0,24,56,42.9,12,15,80.0,7,32,39,25,9,1,14,21,2
716,TOR,TOR vs. SAC,12/14/2022,L,123,47,94,50.0,6,21,28.6,23,27,85.2,11,28,39,25,8,7,7,18,-1,SAC,SAC @ TOR,12/14/2022,W,124,45,93,48.4,17,46,37.0,17,20,85.0,13,37,50,29,3,3,15,16,1
717,CHA,CHA vs. DET,12/14/2022,L,134,47,114,41.2,17,51,33.3,23,29,79.3,17,35,52,21,7,6,5,29,-7,DET,DET @ CHA,12/14/2022,W,141,48,93,51.6,18,40,45.0,27,36,75.0,12,40,52,25,0,8,16,29,7
718,DEN,DEN vs. WAS,12/14/2022,W,141,54,83,65.1,4,16,25.0,29,35,82.9,7,38,45,31,8,7,19,17,13,WAS,WAS @ DEN,12/14/2022,L,128,48,91,52.7,19,39,48.7,13,23,56.5,4,20,24,40,10,5,14,28,-13
719,IND,IND vs. GSW,12/14/2022,W,125,44,87,50.6,16,39,41.0,21,25,84.0,5,29,34,30,10,8,18,25,6,GSW,GSW @ IND,12/14/2022,L,119,40,86,46.5,14,33,42.4,25,29,86.2,12,34,46,27,5,4,24,20,-6
720,ORL,ORL vs. ATL,12/14/2022,W,135,47,93,50.5,16,36,44.4,25,30,83.3,14,32,46,28,10,6,14,22,11,ATL,ATL @ ORL,12/14/2022,L,124,44,88,50.0,12,35,34.3,24,27,88.9,11,28,39,30,2,6,13,21,-11
721,SAS,SAS vs. POR,12/14/2022,L,112,45,97,46.4,11,29,37.9,11,19,57.9,14,26,40,23,9,3,11,16,-16,POR,POR @ SAS,12/14/2022,W,128,49,81,60.5,18,40,45.0,12,17,70.6,5,35,40,26,5,3,17,20,16
722,HOU,HOU vs. PHX,12/13/2022,W,111,34,81,42.0,12,35,34.3,31,34,91.2,17,50,67,16,6,9,23,21,14,PHX,PHX @ HOU,12/13/2022,L,97,33,103,32.0,13,51,25.5,18,19,94.7,18,26,44,22,13,7,10,24,-14
723,UTA,UTA vs. NOP,12/13/2022,W,121,49,103,47.6,15,47,31.9,8,12,66.7,19,40,59,31,4,10,22,23,21,NOP,NOP @ UTA,12/13/2022,L,100,37,93,39.8,4,27,14.8,22,33,66.7,15,28,43,25,12,3,17,17,-21
724,LAL,LAL vs. BOS,12/13/2022,L,118,44,93,47.3,8,29,27.6,22,30,73.3,7,42,49,23,7,9,12,17,-4,BOS,BOS @ LAL,12/13/2022,W,122,46,104,44.2,19,48,39.6,11,16,68.8,13,38,51,27,6,2,14,22,4
725,MIL,MIL vs. GSW,12/13/2022,W,128,45,82,54.9,12,29,41.4,26,32,81.3,12,43,55,22,8,5,23,18,17,GSW,GSW @ MIL,12/13/2022,L,111,38,95,40.0,20,50,40.0,15,19,78.9,12,25,37,25,7,2,18,22,-17
726,PHI,PHI vs. SAC,12/13/2022,W,123,43,84,51.2,16,35,45.7,21,27,77.8,4,38,42,34,10,4,12,21,20,SAC,SAC @ PHI,12/13/2022,L,103,38,92,41.3,10,42,23.8,17,20,85.0,13,35,48,21,5,4,17,22,-20
727,POR,POR vs. MIN,12/12/2022,W,133,48,89,53.9,21,46,45.7,16,21,76.2,11,43,54,32,4,4,19,21,21,MIN,MIN @ POR,12/12/2022,L,112,46,93,49.5,10,27,37.0,10,19,52.6,7,30,37,25,12,2,10,19,-21
728,LAC,LAC vs. BOS,12/12/2022,W,113,44,90,48.9,10,25,40.0,15,21,71.4,11,35,46,18,10,2,10,26,20,BOS,BOS @ LAC,12/12/2022,L,93,33,76,43.4,9,39,23.1,18,26,69.2,5,31,36,27,5,6,15,17,-20
729,WAS,WAS vs. BKN,12/12/2022,L,100,37,79,46.8,11,31,35.5,15,22,68.2,6,38,44,21,6,2,20,16,-12,BKN,BKN @ WAS,12/12/2022,W,112,44,89,49.4,8,27,29.6,16,18,88.9,7,34,41,25,8,7,13,20,12
730,SAS,SAS vs. CLE,12/12/2022,W,112,46,97,47.4,9,27,33.3,11,16,68.8,19,27,46,25,6,2,13,19,1,CLE,CLE @ SAS,12/12/2022,L,111,45,92,48.9,5,23,21.7,16,17,94.1,15,29,44,21,7,7,15,13,-1
731,DAL,DAL vs. OKC,12/12/2022,W,121,39,93,41.9,22,54,40.7,21,25,84.0,16,34,50,24,4,3,14,19,7,OKC,OKC @ DAL,12/12/2022,L,114,42,88,47.7,10,31,32.3,20,21,95.2,10,32,42,21,4,1,13,22,-7
732,IND,IND vs. MIA,12/12/2022,L,82,28,79,35.4,11,39,28.2,15,20,75.0,8,37,45,16,7,11,18,18,-5,MIA,MIA @ IND,12/12/2022,W,87,32,83,38.6,9,34,26.5,14,18,77.8,9,39,48,23,7,2,14,17,5
733,MEM,MEM vs. ATL,12/12/2022,W,128,50,83,60.2,13,32,40.6,15,18,83.3,5,44,49,36,8,12,23,17,25,ATL,ATL @ MEM,12/12/2022,L,103,37,104,35.6,12,37,32.4,17,22,77.3,20,19,39,20,13,1,16,17,-25
734,ORL,ORL vs. TOR,12/11/2022,W,111,36,77,46.8,14,31,45.2,25,31,80.6,11,31,42,25,3,7,18,28,12,TOR,TOR @ ORL,12/11/2022,L,99,30,75,40.0,6,25,24.0,33,38,86.8,7,21,28,18,9,7,9,25,-12
735,NYK,NYK vs. SAC,12/11/2022,W,112,40,89,44.9,8,35,22.9,24,27,88.9,15,40,55,19,8,4,17,22,13,SAC,SAC @ NYK,12/11/2022,L,99,33,83,39.8,10,39,25.6,23,35,65.7,11,30,41,20,7,0,17,21,-13
736,PHI,PHI vs. CHA,12/11/2022,W,131,46,83,55.4,13,27,48.1,26,32,81.3,9,32,41,31,6,6,16,24,18,CHA,CHA @ PHI,12/11/2022,L,113,38,93,40.9,11,30,36.7,26,30,86.7,15,30,45,21,12,3,16,24,-18
737,DET,DET vs. LAL,12/11/2022,L,117,43,93,46.2,17,45,37.8,14,17,82.4,10,30,40,28,9,3,12,19,-7,LAL,LAL @ DET,12/11/2022,W,124,46,84,54.8,11,26,42.3,21,27,77.8,6,36,42,31,8,4,11,14,7
738,ATL,ATL vs. CHI,12/11/2022,W,123,47,98,48.0,13,39,33.3,16,21,76.2,8,37,45,28,3,6,15,22,1,CHI,CHI @ ATL,12/11/2022,L,122,48,100,48.0,7,27,25.9,19,23,82.6,13,40,53,28,11,6,19,21,-1
739,HOU,HOU vs. MIL,12/11/2022,W,97,40,91,44.0,6,27,22.2,11,12,91.7,10,39,49,23,11,8,12,17,5,MIL,MIL @ HOU,12/11/2022,L,92,33,90,36.7,12,43,27.9,14,18,77.8,13,39,52,18,5,6,16,12,-5
740,NOP,NOP vs. PHX,12/11/2022,W,129,50,86,58.1,8,25,32.0,21,28,75.0,7,36,43,31,10,3,17,26,5,PHX,PHX @ NOP,12/11/2022,L,124,49,105,46.7,13,38,34.2,13,17,76.5,19,23,42,34,7,5,15,24,-5
741,CLE,CLE vs. OKC,12/10/2022,W,110,40,85,47.1,12,32,37.5,18,26,69.2,12,36,48,25,6,4,13,14,8,OKC,OKC @ CLE,12/10/2022,L,102,38,83,45.8,10,29,34.5,16,20,80.0,7,33,40,25,8,6,11,26,-8
742,MIA,MIA vs. SAS,12/10/2022,L,111,39,81,48.1,13,34,38.2,20,28,71.4,5,27,32,26,5,3,10,22,-4,SAS,SAS @ MIA,12/10/2022,W,115,42,78,53.8,7,21,33.3,24,31,77.4,9,37,46,24,8,4,18,21,4
743,WAS,WAS vs. LAC,12/10/2022,L,107,37,85,43.5,16,34,47.1,17,19,89.5,8,42,50,24,8,3,15,15,-7,LAC,LAC @ WAS,12/10/2022,W,114,40,94,42.6,19,48,39.6,15,16,93.8,9,33,42,22,9,7,10,16,7
744,CHI,CHI vs. DAL,12/10/2022,W,144,54,85,63.5,19,34,55.9,17,24,70.8,4,40,44,33,8,5,10,17,29,DAL,DAL @ CHI,12/10/2022,L,115,41,90,45.6,11,44,25.0,22,26,84.6,8,29,37,24,5,4,8,17,-29
745,DEN,DEN vs. UTA,12/10/2022,W,115,47,86,54.7,8,26,30.8,13,16,81.3,6,33,39,28,5,8,9,17,5,UTA,UTA @ DEN,12/10/2022,L,110,39,85,45.9,15,41,36.6,17,21,81.0,10,32,42,20,5,6,14,20,-5
746,GSW,GSW vs. BOS,12/10/2022,W,123,47,92,51.1,13,39,33.3,16,20,80.0,11,42,53,26,3,6,15,20,16,BOS,BOS @ GSW,12/10/2022,L,107,38,87,43.7,12,40,30.0,19,26,73.1,6,33,39,17,8,6,10,14,-16
747,POR,POR vs. MIN,12/10/2022,W,124,43,83,51.8,13,34,38.2,25,28,89.3,11,34,45,20,5,4,16,24,6,MIN,MIN @ POR,12/10/2022,L,118,45,83,54.2,10,23,43.5,18,24,75.0,4,24,28,22,11,4,13,21,-6
748,IND,IND vs. BKN,12/10/2022,L,133,47,85,55.3,21,44,47.7,18,24,75.0,7,23,30,30,10,3,19,27,-3,BKN,BKN @ IND,12/10/2022,W,136,52,100,52.0,9,28,32.1,23,32,71.9,29,30,59,19,7,3,18,24,3
749,PHI,PHI vs. LAL,12/09/2022,W,133,48,90,53.3,18,40,45.0,19,22,86.4,7,35,42,30,14,2,23,30,11,LAL,LAL @ PHI,12/09/2022,L,122,44,88,50.0,11,31,35.5,23,30,76.7,7,30,37,29,12,4,21,23,-11
750,MEM,MEM vs. DET,12/09/2022,W,114,44,91,48.4,9,32,28.1,17,32,53.1,12,36,48,30,11,8,14,19,11,DET,DET @ MEM,12/09/2022,L,103,36,90,40.0,11,35,31.4,20,27,74.1,13,34,47,23,6,7,19,29,-11
751,DAL,DAL vs. MIL,12/09/2022,L,105,41,88,46.6,13,40,32.5,10,24,41.7,12,31,43,21,8,6,11,21,-1,MIL,MIL @ DAL,12/09/2022,W,106,38,87,43.7,11,32,34.4,19,23,82.6,13,38,51,27,5,4,17,21,1
752,BKN,BKN vs. ATL,12/09/2022,W,120,45,83,54.2,13,30,43.3,17,21,81.0,9,29,38,30,10,5,21,18,4,ATL,ATL @ BKN,12/09/2022,L,116,46,93,49.5,10,29,34.5,14,16,87.5,12,26,38,21,12,4,18,18,-4
753,NOP,NOP vs. PHX,12/09/2022,W,128,46,90,51.1,8,27,29.6,28,35,80.0,13,31,44,27,10,1,11,15,11,PHX,PHX @ NOP,12/09/2022,L,117,43,86,50.0,22,44,50.0,9,13,69.2,8,29,37,30,6,3,17,25,-11
754,CHA,CHA vs. NYK,12/09/2022,L,102,37,84,44.0,6,26,23.1,22,28,78.6,12,33,45,16,8,6,13,26,-19,NYK,NYK @ CHA,12/09/2022,W,121,41,93,44.1,13,34,38.2,26,30,86.7,16,32,48,25,6,7,14,21,19
755,IND,IND vs. WAS,12/09/2022,W,121,43,85,50.6,18,41,43.9,17,20,85.0,13,27,40,23,7,2,12,21,10,WAS,WAS @ IND,12/09/2022,L,111,41,77,53.2,10,29,34.5,19,25,76.0,12,26,38,25,6,3,14,19,-10
756,ORL,ORL vs. TOR,12/09/2022,W,113,42,71,59.2,10,26,38.5,19,21,90.5,3,40,43,24,3,4,20,27,4,TOR,TOR @ ORL,12/09/2022,L,109,36,85,42.4,10,35,28.6,27,33,81.8,7,26,33,23,10,5,7,17,-4
757,UTA,UTA vs. MIN,12/09/2022,L,108,39,90,43.3,13,44,29.5,17,24,70.8,12,28,40,22,9,0,11,20,-10,MIN,MIN @ UTA,12/09/2022,W,118,42,79,53.2,14,35,40.0,20,26,76.9,6,38,44,30,7,3,17,21,10
758,CLE,CLE vs. SAC,12/09/2022,L,95,34,79,43.0,10,30,33.3,17,22,77.3,8,28,36,20,7,4,20,23,-11,SAC,SAC @ CLE,12/09/2022,W,106,35,66,53.0,16,33,48.5,20,32,62.5,5,33,38,21,11,5,19,22,11
759,SAS,SAS vs. HOU,12/08/2022,W,118,46,83,55.4,13,36,36.1,13,15,86.7,7,31,38,25,5,7,17,19,9,HOU,HOU @ SAS,12/08/2022,L,109,44,98,44.9,10,29,34.5,11,15,73.3,16,26,42,23,3,4,14,19,-9
760,MIA,MIA vs. LAC,12/08/2022,W,115,46,90,51.1,12,32,37.5,11,14,78.6,7,36,43,24,11,1,8,20,5,LAC,LAC @ MIA,12/08/2022,L,110,37,80,46.3,17,36,47.2,19,21,90.5,7,36,43,24,3,3,16,16,-5
761,POR,POR vs. DEN,12/08/2022,L,120,44,91,48.4,16,40,40.0,16,16,100.0,13,25,38,30,10,3,13,20,-1,DEN,DEN @ POR,12/08/2022,W,121,47,91,51.6,12,30,40.0,15,22,68.2,16,32,48,28,6,5,16,16,1
762,MEM,MEM vs. OKC,12/07/2022,W,123,48,94,51.1,14,38,36.8,13,16,81.3,10,40,50,32,13,9,17,19,21,OKC,OKC @ MEM,12/07/2022,L,102,34,92,37.0,14,38,36.8,20,23,87.0,14,34,48,25,9,3,19,16,-21
763,UTA,UTA vs. GSW,12/07/2022,W,124,46,86,53.5,15,35,42.9,17,21,81.0,9,31,40,26,6,7,17,17,1,GSW,GSW @ UTA,12/07/2022,L,123,45,98,45.9,14,42,33.3,19,25,76.0,14,28,42,26,8,5,14,18,-1
764,PHX,PHX vs. BOS,12/07/2022,L,98,37,93,39.8,8,32,25.0,16,19,84.2,13,36,49,19,5,4,18,17,-27,BOS,BOS @ PHX,12/07/2022,W,125,49,101,48.5,16,45,35.6,11,13,84.6,11,42,53,29,14,3,13,20,27
765,NOP,NOP vs. DET,12/07/2022,W,104,39,85,45.9,8,27,29.6,18,23,78.3,10,40,50,21,8,9,19,21,6,DET,DET @ NOP,12/07/2022,L,98,35,90,38.9,15,42,35.7,13,16,81.3,8,34,42,17,5,1,13,23,-6
766,ORL,ORL vs. LAC,12/07/2022,W,116,40,95,42.1,8,28,28.6,28,31,90.3,16,37,53,20,8,5,13,21,5,LAC,LAC @ ORL,12/07/2022,L,111,39,95,41.1,15,41,36.6,18,26,69.2,17,36,53,26,3,9,17,19,-5
767,CHI,CHI vs. WAS,12/07/2022,W,115,45,90,50.0,10,23,43.5,15,17,88.2,6,35,41,29,11,4,19,20,4,WAS,WAS @ CHI,12/07/2022,L,111,41,84,48.8,9,31,29.0,20,29,69.0,6,32,38,22,12,6,18,16,-4
768,BKN,BKN vs. CHA,12/07/2022,W,122,49,86,57.0,12,31,38.7,12,16,75.0,5,34,39,33,3,8,11,20,6,CHA,CHA @ BKN,12/07/2022,L,116,47,88,53.4,10,24,41.7,12,23,52.2,10,30,40,25,4,3,11,18,-6
769,TOR,TOR vs. LAL,12/07/2022,W,126,47,106,44.3,12,43,27.9,20,24,83.3,17,37,54,25,10,5,11,22,13,LAL,LAL @ TOR,12/07/2022,L,113,37,87,42.5,7,33,21.2,32,35,91.4,10,36,46,16,6,3,15,17,-13
770,NYK,NYK vs. ATL,12/07/2022,W,113,37,83,44.6,17,36,47.2,22,24,91.7,13,42,55,26,6,2,14,23,24,ATL,ATL @ NYK,12/07/2022,L,89,32,85,37.6,6,36,16.7,19,24,79.2,11,28,39,16,4,6,11,17,-24
771,MIN,MIN vs. IND,12/07/2022,W,121,44,93,47.3,8,23,34.8,25,27,92.6,16,35,51,25,15,2,23,21,6,IND,IND @ MIN,12/07/2022,L,115,39,81,48.1,19,42,45.2,18,24,75.0,4,27,31,22,10,4,19,17,-6
772,MIL,MIL vs. SAC,12/07/2022,W,126,46,96,47.9,14,33,42.4,20,24,83.3,17,33,50,34,3,2,7,15,13,SAC,SAC @ MIL,12/07/2022,L,113,43,91,47.3,12,38,31.6,15,16,93.8,8,32,40,19,2,4,8,17,-13
773,CLE,CLE vs. LAL,12/06/2022,W,116,48,93,51.6,7,27,25.9,13,17,76.5,9,35,44,25,11,3,8,20,14,LAL,LAL @ CLE,12/06/2022,L,102,38,89,42.7,6,36,16.7,20,24,83.3,14,29,43,16,4,6,16,13,-14
774,MIA,MIA vs. DET,12/06/2022,L,96,33,77,42.9,10,32,31.3,20,26,76.9,7,33,40,21,7,2,15,20,-20,DET,DET @ MIA,12/06/2022,W,116,43,87,49.4,19,41,46.3,11,15,73.3,9,31,40,27,8,1,13,19,20
775,DEN,DEN vs. DAL,12/06/2022,L,115,40,78,51.3,13,32,40.6,22,28,78.6,8,28,36,30,8,4,17,28,-1,DAL,DAL @ DEN,12/06/2022,W,116,36,72,50.0,17,36,47.2,27,31,87.1,4,31,35,27,10,4,17,32,1
776,GSW,GSW vs. IND,12/05/2022,L,104,38,94,40.4,13,44,29.5,15,19,78.9,12,35,47,26,6,6,12,19,-8,IND,IND @ GSW,12/05/2022,W,112,43,90,47.8,15,39,38.5,11,18,61.1,7,40,47,26,3,8,17,18,8
777,TOR,TOR vs. BOS,12/05/2022,L,110,39,85,45.9,10,28,35.7,22,30,73.3,12,34,46,19,6,5,13,20,-6,BOS,BOS @ TOR,12/05/2022,W,116,44,90,48.9,13,36,36.1,15,21,71.4,13,36,49,27,6,3,11,22,6
778,ATL,ATL vs. OKC,12/05/2022,L,114,44,102,43.1,13,38,34.2,13,17,76.5,17,37,54,24,7,4,18,24,-7,OKC,OKC @ ATL,12/05/2022,W,121,43,95,45.3,12,34,35.3,23,24,95.8,14,35,49,25,8,4,16,19,7
779,CHA,CHA vs. LAC,12/05/2022,L,117,47,98,48.0,12,34,35.3,11,17,64.7,14,35,49,29,8,4,10,16,-2,LAC,LAC @ CHA,12/05/2022,W,119,45,93,48.4,15,36,41.7,14,21,66.7,13,34,47,30,4,5,12,17,2
780,DAL,DAL vs. PHX,12/05/2022,W,130,44,84,52.4,20,41,48.8,22,26,84.6,10,31,41,23,7,6,13,23,19,PHX,PHX @ DAL,12/05/2022,L,111,40,91,44.0,13,37,35.1,18,26,69.2,13,28,41,28,5,5,13,16,-19
781,MEM,MEM vs. MIA,12/05/2022,W,101,42,90,46.7,8,32,25.0,9,9,100.0,4,37,41,23,10,5,12,14,8,MIA,MIA @ MEM,12/05/2022,L,93,31,79,39.2,14,40,35.0,17,22,77.3,9,36,45,23,7,3,17,11,-8
782,ORL,ORL vs. MIL,12/05/2022,L,102,34,93,36.6,8,32,25.0,26,29,89.7,15,37,52,21,8,2,14,19,-7,MIL,MIL @ ORL,12/05/2022,W,109,38,85,44.7,13,40,32.5,20,26,76.9,7,38,45,31,9,4,17,20,7
783,HOU,HOU vs. PHI,12/05/2022,W,132,42,94,44.7,14,39,35.9,34,44,77.3,16,35,51,19,9,3,21,27,9,PHI,PHI @ HOU,12/05/2022,L,123,39,87,44.8,17,36,47.2,28,36,77.8,11,28,39,23,10,6,20,34,-9
784,SAC,SAC vs. CHI,12/04/2022,W,110,40,86,46.5,13,43,30.2,17,19,89.5,5,41,46,30,10,2,19,17,9,CHI,CHI @ SAC,12/04/2022,L,101,38,86,44.2,9,25,36.0,16,19,84.2,7,32,39,17,9,5,16,16,-9
785,SAS,SAS vs. PHX,12/04/2022,L,95,38,87,43.7,6,31,19.4,13,18,72.2,12,28,40,19,5,3,19,24,-38,PHX,PHX @ SAS,12/04/2022,W,133,49,94,52.1,19,37,51.4,16,20,80.0,14,31,45,38,5,0,11,18,38
